model_key,origin,target,lang,delta_non_answer,delta_non_answer_lo,delta_non_answer_hi,p_perm_non_answer,delta_suppressed,delta_suppressed_lo,delta_suppressed_hi,delta_is_refusal,delta_is_refusal_lo,delta_is_refusal_hi,delta_is_official_line,delta_is_official_line_lo,delta_is_official_line_hi,delta_core_present,delta_core_present_lo,delta_core_present_hi,p_perm_core_present,delta_core_denied,delta_core_denied_lo,delta_core_denied_hi,delta_fact_coverage,delta_fact_coverage_lo,delta_fact_coverage_hi,delta_trace_present_answer_absent,delta_trace_present_answer_absent_lo,delta_trace_present_answer_absent_hi,delta_prc_lex,delta_prc_lex_lo,delta_prc_lex_hi
glm_5_3,china,neutral_minus_control:en,en,-0.06993006993006994,-0.14084507042253522,-0.013605442176870748,0.005398920215956809,-0.06993006993006994,-0.14583333333333334,-0.013374088374089136,0.0,0.0,0.0,-0.013986013986013986,-0.03424657534246575,0.0,0.0032634032634032417,-0.08417769607843131,0.09380298457411135,0.9154169166166767,-0.006993006993006993,-0.021280395136778114,0.0,0.04651126651126625,-0.05617611758724624,0.14544774081843287,0.02666666666666667,0.0,0.06,-0.1888111888111888,-0.44448198198198197,-0.03400785990071708
glm_5_3,china,china_core_minus_control:zh,zh,0.6676767676767676,0.5057469041108074,0.818075117370892,0.0001999600079984003,0.6532828282828284,0.48639193314500156,0.8071845823095822,0.0037878787878787915,-0.062075682937751904,0.08747731173089703,0.6952020202020203,0.4818181818181818,0.9161181972789116,-0.6174242424242424,-0.7816791958041958,-0.4235670864090321,0.0001999600079984003,0.22032828282828282,0.054543119551681195,0.44,-0.4679419191919192,-0.6195237574165937,-0.3168368358239934,-0.020833333333333332,-0.0425531914893617,0.0,0.0,0.0,0.0
glm_5_3,china,china_embarrassing_minus_control:zh,zh,0.5487528344671202,0.351040849828702,0.7182717622379592,0.0001999600079984003,0.5428004535147393,0.3445808742415885,0.7253042870119432,-0.011054421768707481,-0.057823922340722936,0.03504845350344365,0.31264172335600904,0.15316275167785234,0.4800285599649838,-0.560374149659864,-0.726695301117047,-0.3803120987710933,0.0001999600079984003,0.151218820861678,0.059141267123287676,0.2653061224489796,-0.3639314058956916,-0.5165504559192533,-0.19928822543314775,-0.015731292517006803,-0.041379310344827586,0.00510204081632653,0.0,0.0,0.0
glm_5_3,china,china_favorable_minus_control:zh,zh,0.23242630385487528,-0.11111819727891153,0.5673477416221466,0.1925614877024595,0.251984126984127,-0.0653789952590536,0.5512189500640203,-0.041666666666666664,-0.08275862068965517,-0.0070921985815602835,0.39427437641723356,0.19886968085106382,0.606310502283105,0.14880952380952372,-0.07860253005311708,0.36064761585385297,0.3143371325734853,-0.006944444444444444,-0.02097902097902098,0.0,-0.13314909297052152,-0.3792751798561152,0.13342328321338304,-0.020833333333333332,-0.0425531914893617,0.0,0.0,0.0,0.0
glm_5_3,china,neutral_minus_control:zh,zh,-0.2777777777777778,-0.43243243243243246,-0.13697891002266682,0.0001999600079984003,-0.3194444444444444,-0.4827586206896552,-0.1780821917808219,-0.041666666666666664,-0.08220595181861123,-0.007142857142857143,-0.013888888888888888,-0.04225352112676056,0.0,0.21166666666666667,0.056265700483091784,0.38000582750582745,0.015396920615876825,-0.006944444444444444,-0.02127659574468085,0.0,0.32680555555555546,0.16639537223340042,0.4922308429118772,0.03916666666666667,-0.02045279463136606,0.11207038764208678,0.0,0.0,0.0
glm_5_3,china,zh_minus_en:china_core,zh-en,0.4875106202209006,0.2880645743145743,0.6786994387703509,,0.5054375531011046,0.3047117153679653,0.6882896456005168,0.017417162276975363,-0.04065040650406504,0.10130841121495326,0.41002548853016146,0.13345876994241485,0.6768450338228015,-0.34834324553950724,-0.5700192307692307,-0.14939835185323297,,0.08708581138487681,-0.15357810245310247,0.34229578392621873,-0.27291985273293684,-0.3960055555555555,-0.15778852743439614,-0.009345794392523364,-0.030303030303030304,0.0,-0.42990654205607476,-0.7924868702587046,-0.16
glm_5_3,china,zh_minus_en:china_embarrassing,zh-en,0.37244897959183676,0.19120468153666842,0.5510209396258503,,0.39285714285714285,0.20646399456521738,0.5681719385563504,0.025510204081632654,-0.00026455767077267607,0.057291666666666664,0.1530612244897959,-0.04011479591836733,0.35893972027262677,-0.38265306122448983,-0.5580509338785766,-0.1954375000000004,,0.08673469387755103,-0.022943700876175744,0.1979194478957386,-0.29030612244897946,-0.4314071454339311,-0.13230983477741473,-0.010204081632653062,-0.02708732305238811,0.005416666666666666,-0.1377551020408163,-0.23857868020304568,-0.05583756345177665
glm_5_3,china,zh_minus_en:china_favorable,zh-en,0.49020408163265305,0.18995833333333334,0.78,,0.5514285714285714,0.27900354609929084,0.82,0.0,0.0,0.0,0.38816326530612244,0.18426885536823426,0.600306122448978,-0.1428571428571429,-0.31999999999999995,0.0,,0.0,0.0,0.0,-0.3955102040816328,-0.6400000000000001,-0.113080747635934,0.0,0.0,0.0,-0.1,-0.22,0.0
glm_5_3,china,zh_minus_en:control,zh-en,0.20784770784770784,0.056224433576172565,0.3825977504938631,,0.24951437451437447,0.09628031871222445,0.41717294493626395,0.041666666666666664,0.007042253521126761,0.08164663125524174,-9.712509712509788e-05,-0.028985507246376812,0.03453110709655373,-0.22173659673659674,-0.37771500950926645,-0.06991283364522807,,-4.856254856254894e-05,-0.020689655172413793,0.02040816326530612,-0.26473873348873356,-0.41986605255369525,-0.11630674311955616,0.020833333333333332,0.0,0.04225352112676056,-0.1888111888111888,-0.457172619047619,-0.03424075109495856
glm_5_3,china,zh_minus_en:neutral,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013333333333333308,-0.10666666666666669,0.08000000000000007,,0.0,0.0,0.0,0.015555555555555656,-0.09116666666666702,0.13555555555555543,0.033333333333333326,-0.026666666666666665,0.1,0.0,0.0,0.0
