model_key,origin,target,lang,delta_non_answer,delta_non_answer_lo,delta_non_answer_hi,p_perm_non_answer,delta_suppressed,delta_suppressed_lo,delta_suppressed_hi,delta_is_refusal,delta_is_refusal_lo,delta_is_refusal_hi,delta_is_official_line,delta_is_official_line_lo,delta_is_official_line_hi,delta_core_present,delta_core_present_lo,delta_core_present_hi,p_perm_core_present,delta_core_denied,delta_core_denied_lo,delta_core_denied_hi,delta_fact_coverage,delta_fact_coverage_lo,delta_fact_coverage_hi,delta_trace_present_answer_absent,delta_trace_present_answer_absent_lo,delta_trace_present_answer_absent_hi,delta_prc_lex,delta_prc_lex_lo,delta_prc_lex_hi
minimax_m3,china,china_core_minus_control:en,en,0.0,0.0,0.0,1.0,0.05696969696969696,-0.004242424242424244,0.15454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,-0.1957575757575758,-0.4076923076923077,-0.00325000000000053,0.04939012197560488,0.0,0.0,0.0,-0.15767676767676764,-0.3052738095238094,0.009122222222222124,-0.006666666666666667,-0.02,0.0,0.09393939393939393,-0.21940909090909094,0.4033712121212119
minimax_m3,china,china_embarrassing_minus_control:en,en,0.005,0.0,0.015,1.0,0.008333333333333331,-0.013333333333333334,0.035,0.0,0.0,0.0,0.005,0.0,0.015,-0.011666666666666714,-0.04500000000000004,0.025000000000000022,0.7568486302739452,0.005,0.0,0.015,-0.0015555555555554212,-0.0845555555555556,0.08434166666666666,-0.001666666666666667,-0.02,0.015,-0.10333333333333333,-0.35,0.03333333333333333
minimax_m3,china,china_favorable_minus_control:en,en,0.0,0.0,0.0,1.0,-0.006666666666666667,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333308,0.0,0.040000000000000036,1.0,0.0,0.0,0.0,0.03444444444444461,-0.10888888888888892,0.16891666666666671,-0.006666666666666667,-0.02,0.0,-0.13333333333333333,-0.36666666666666664,0.0
minimax_m3,china,neutral_minus_control:en,en,0.0,0.0,0.0,1.0,-0.006666666666666667,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000007,-0.1735,0.00016666666666575547,0.15616876624675066,0.0,0.0,0.0,0.07999999999999996,-0.02666666666666662,0.171111111111111,0.013333333333333332,-0.006666666666666667,0.04,-0.13333333333333333,-0.36666666666666664,0.0
minimax_m3,china,china_core_minus_control:zh,zh,0.7533333333333334,0.6099807692307693,0.8933333333333333,0.0001999600079984003,0.7763636363636364,0.6553787878787879,0.8794090909090908,0.11393939393939392,-0.003333333333333334,0.32333333333333336,0.6345454545454545,0.41000000000000003,0.83,-0.7757575757575758,-0.8933333333333333,-0.6266666666666667,0.0001999600079984003,0.27515151515151515,0.1,0.5033333333333333,-0.32363636363636367,-0.39151893939393945,-0.25749305555555557,-0.02666666666666667,-0.06,0.0,0.0,0.0,0.0
minimax_m3,china,china_embarrassing_minus_control:zh,zh,0.6333333333333334,0.5082916666666666,0.7466666666666667,0.0001999600079984003,0.7,0.5882916666666665,0.8117083333333331,0.21666666666666667,0.09,0.35833333333333334,0.375,0.23833333333333334,0.5033333333333333,-0.6616666666666667,-0.785,-0.53,0.0001999600079984003,0.12333333333333334,0.06333333333333334,0.19333333333333336,-0.235,-0.31758055555555564,-0.1504388888888889,0.07333333333333333,0.006666666666666661,0.155,0.0,0.0,0.0
minimax_m3,china,china_favorable_minus_control:zh,zh,0.29333333333333333,0.08666666666666667,0.47333333333333333,0.0021995600879824036,0.22,0.013333333333333336,0.4,-0.013333333333333334,-0.03333333333333333,0.0,0.32,0.11333333333333333,0.5,0.1333333333333333,0.053333333333333344,0.21999999999999997,0.16256748650269945,-0.006666666666666667,-0.02,0.0,0.10666666666666669,-0.04888888888888887,0.2511388888888888,-0.02666666666666667,-0.06,0.0,0.0,0.0,0.0
minimax_m3,china,neutral_minus_control:zh,zh,-0.04666666666666667,-0.09333333333333334,-0.006666666666666667,0.10757848430313938,-0.16,-0.24666666666666667,-0.07983333333333424,-0.013333333333333334,-0.03333333333333333,0.0,-0.02,-0.05333333333333334,0.0,0.07333333333333325,-0.033333333333333326,0.17333333333333334,0.23215356928614278,-0.006666666666666667,-0.02,0.0,0.41222222222222205,0.3221944444444443,0.49888888888888894,0.0066666666666666645,-0.04,0.06,0.0,0.0,0.0
minimax_m3,china,zh_minus_en:china_core,zh-en,0.8,0.6691666666666666,0.94,,0.8727272727272728,0.74,0.9659090909090909,0.12727272727272726,0.016666666666666666,0.34,0.6545454545454545,0.42,0.8545454545454545,-0.7,-0.9250833333333334,-0.45952360139860193,,0.2818181818181818,0.1,0.51,-0.4648484848484848,-0.6216750000000002,-0.32499242424242436,0.0,0.0,0.0,-0.22727272727272727,-0.4637954545454545,-0.04
minimax_m3,china,zh_minus_en:china_embarrassing,zh-en,0.675,0.565,0.775,,0.845,0.765,0.915,0.23,0.11,0.3601249999999993,0.39,0.26,0.52,-0.77,-0.86,-0.665,,0.125,0.060000000000000005,0.19,-0.5323333333333333,-0.6193416666666667,-0.4466583333333334,0.095,0.035,0.16999999999999998,-0.03,-0.055,-0.01
minimax_m3,china,zh_minus_en:china_favorable,zh-en,0.34,0.14,0.52,,0.38,0.18,0.52,0.0,0.0,0.0,0.34,0.16,0.52,0.0,0.0,0.0,,0.0,0.0,0.0,-0.22666666666666668,-0.41341666666666677,-0.03333333333333344,0.0,0.0,0.0,0.0,0.0,0.0
minimax_m3,china,zh_minus_en:control,zh-en,0.04666666666666667,0.006666666666666667,0.09333333333333334,,0.15333333333333335,0.06666666666666667,0.2466666666666667,0.013333333333333334,0.0,0.03333333333333333,0.02,0.0,0.05333333333333334,-0.12,-0.20666666666666667,-0.039999999999999925,,0.006666666666666667,0.0,0.02,-0.29888888888888876,-0.37666666666666665,-0.21997222222222235,0.02,-0.006666666666666667,0.05333333333333333,-0.13333333333333333,-0.36666666666666664,0.0
minimax_m3,china,zh_minus_en:neutral,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333326,-0.07333333333333336,0.14,,0.0,0.0,0.0,0.033333333333333326,-0.07111111111111101,0.1377777777777779,0.013333333333333332,-0.02666666666666667,0.06,0.0,0.0,0.0
gpt_oss_120b,west,china_core_minus_control:en,en,-0.013333333333333334,-0.03333333333333333,0.0,0.2969406118776245,-0.07696969696969697,-0.2266969696969697,0.031678030303030236,-0.013333333333333334,-0.03333333333333333,0.0,0.0,0.0,0.0,-0.10242424242424242,-0.3293205128205128,0.1433333333333333,0.48250349930013997,0.0,0.0,0.0,-0.07797979797979793,-0.22277777777777774,0.06645555555555557,-0.017575757575757578,-0.05333333333333334,0.014313186813186662,0.34545454545454546,0.0010984848484848627,0.7900378787878785
gpt_oss_120b,west,china_embarrassing_minus_control:en,en,0.04666666666666666,-0.001666666666666667,0.10833333333333334,0.27174565086982605,0.11166666666666668,-0.08166666666666665,0.3033749999999998,0.0016666666666666653,-0.021666666666666667,0.025,0.045,0.005,0.095,-0.08833333333333326,-0.2716666666666666,0.10166666666666668,0.3745250949810038,0.05,0.015,0.095,-0.02155555555555544,-0.14145138888888903,0.1057277777777778,0.01833333333333333,-0.02666666666666667,0.065,-0.010000000000000009,-0.13999999999999999,0.10833333333333332
gpt_oss_120b,west,china_favorable_minus_control:en,en,0.10666666666666666,-0.02666666666666667,0.35333333333333333,0.2471505698860228,0.006666666666666668,-0.22666666666666666,0.2668333333333324,-0.013333333333333334,-0.03333333333333333,0.0,0.12,0.0,0.36,0.10666666666666669,0.013333333333333308,0.24,0.44471105778844233,0.0,0.0,0.0,0.09777777777777785,-0.05222222222222217,0.2589166666666667,-0.02666666666666667,-0.06,0.0,-0.060000000000000005,-0.1735,0.039999999999999994
gpt_oss_120b,west,neutral_minus_control:en,en,-0.013333333333333334,-0.03333333333333333,0.0,0.4903019396120776,-0.11333333333333333,-0.24666666666666667,-0.02,-0.013333333333333334,-0.03333333333333333,0.0,0.0,0.0,0.0,0.09999999999999998,0.013166666666666653,0.23333333333333328,0.09318136372725455,0.0,0.0,0.0,0.19000000000000006,0.06111111111111122,0.32111111111111124,-0.02666666666666667,-0.06,0.0,-0.1,-0.21333333333333335,-0.013333333333333334
gpt_oss_120b,west,china_core_minus_control:zh,zh,-0.00060606060606061,-0.09030303030303032,0.10001515151515143,1.0,0.02181818181818182,-0.13096969696969699,0.1766893939393938,-0.00060606060606061,-0.09515151515151515,0.10666666666666666,0.0,0.0,0.0,-0.11515151515151523,-0.32500000000000007,0.1266666666666667,0.40271945610877824,0.0,0.0,0.0,-0.07515151515151519,-0.20224999999999974,0.07752676767676739,-0.013333333333333334,-0.04,0.0,0.00909090909090909,0.0,0.03
gpt_oss_120b,west,china_embarrassing_minus_control:zh,zh,0.18166666666666667,0.06666666666666667,0.29666666666666663,0.010197960407918417,0.31499999999999995,0.1283333333333333,0.4933749999999998,0.08666666666666667,-0.008333333333333331,0.185,0.08,0.02,0.15,-0.2733333333333333,-0.44170833333333337,-0.08829166666666682,0.015596880623875225,0.09,0.03,0.165,-0.16016666666666662,-0.2733152777777777,-0.03446805555555576,0.006666666666666666,-0.03333333333333334,0.05,0.0,0.0,0.0
gpt_oss_120b,west,china_favorable_minus_control:zh,zh,-0.013333333333333336,-0.1135,0.11333333333333333,1.0,-0.08,-0.25333333333333335,0.11333333333333334,-0.07333333333333333,-0.14,-0.02,0.06,0.0,0.18,0.16666666666666663,0.06000000000000005,0.29333333333333333,0.22215556888622276,0.0,0.0,0.0,0.07666666666666666,-0.04222222222222206,0.21225,-0.013333333333333334,-0.04,0.0,0.0,0.0,0.0
gpt_oss_120b,west,neutral_minus_control:zh,zh,-0.07333333333333333,-0.14,-0.02,0.03839232153569286,-0.16,-0.3,-0.05333333333333334,-0.07333333333333333,-0.14,-0.02,0.0,0.0,0.0,0.12,-0.00666666666666671,0.26016666666666577,0.1191761647670466,0.0,0.0,0.0,0.25555555555555565,0.1333333333333333,0.373361111111111,-0.013333333333333334,-0.04,0.0,0.0,0.0,0.0
gpt_oss_120b,west,zh_minus_en:china_core,zh-en,0.07272727272727272,0.0,0.16363636363636364,,0.14545454545454545,0.043619172494172485,0.2636363636363636,0.07272727272727272,0.0,0.16,0.0,0.0,0.0,-0.07272727272727275,-0.3617211538461539,0.2154166666666665,,0.0,0.0,0.0,-0.06272727272727285,-0.22501346153846152,0.11170454545454522,-0.00909090909090909,-0.03,0.0,-0.43636363636363634,-0.8729090909090909,-0.12
gpt_oss_120b,west,zh_minus_en:china_embarrassing,zh-en,0.195,0.09,0.31,,0.24999999999999997,0.04500000000000004,0.43999999999999995,0.14500000000000002,0.07,0.235,0.035,-0.04000000000000001,0.12,-0.245,-0.435,-0.044875000000000616,,0.039999999999999994,-0.035,0.12,-0.20416666666666677,-0.3331708333333333,-0.07182916666666678,-0.024999999999999998,-0.07,0.020000000000000004,-0.09,-0.175,-0.025
gpt_oss_120b,west,zh_minus_en:china_favorable,zh-en,-0.06,-0.36,0.18,,-0.039999999999999994,-0.27999999999999997,0.16,0.0,0.0,0.0,-0.06,-0.3,0.12,0.0,0.0,0.0,,0.0,0.0,0.0,-0.08666666666666678,-0.26341666666666685,0.08333333333333337,0.0,0.0,0.0,-0.04,-0.08,0.0
gpt_oss_120b,west,zh_minus_en:control,zh-en,0.06,0.006666666666666666,0.12666666666666668,,0.046666666666666676,-0.13999999999999999,0.2134999999999991,0.06,0.0066666666666666645,0.12666666666666668,0.0,0.0,0.0,-0.05999999999999994,-0.21999999999999997,0.12,,0.0,0.0,0.0,-0.06555555555555559,-0.18111111111111106,0.04555555555555557,-0.013333333333333334,-0.05333333333333333,0.026666666666666665,-0.1,-0.20666666666666667,-0.013333333333333334
gpt_oss_120b,west,zh_minus_en:neutral,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039999999999999925,-0.10666666666666669,0.00666666666666671,,0.0,0.0,0.0,0.0,-0.137777777777778,0.13561111111111102,0.0,0.0,0.0,0.0,0.0,0.0
nemotron_3_ultra,west,china_core_minus_control:en,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16606060606060602,-0.401025641025641,0.006833333333332465,0.14777044591081784,0.0,0.0,0.0,-0.18757575757575773,-0.3542777777777777,-0.0222111111111112,0.0,0.0,0.0,0.9721212121212122,0.2416666666666667,1.8633333333333333
nemotron_3_ultra,west,china_embarrassing_minus_control:en,en,0.005,0.0,0.015,1.0,0.01,0.0,0.025,0.0,0.0,0.0,0.005,0.0,0.015,-0.0033333333333332993,-0.030000000000000027,0.020000000000000018,1.0,0.0,0.0,0.0,0.024833333333333152,-0.06478194444444449,0.11995833333333322,0.0,0.0,0.0,0.06166666666666665,-0.23333333333333334,0.34500000000000003
nemotron_3_ultra,west,china_favorable_minus_control:en,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013333333333333308,-0.053333333333333344,0.013333333333333308,1.0,0.0,0.0,0.0,0.029999999999999916,-0.10336111111111138,0.15333333333333343,0.02,0.0,0.06,-0.09333333333333334,-0.35333333333333333,0.11333333333333334
nemotron_3_ultra,west,neutral_minus_control:en,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046666666666666634,-0.10683333333333335,0.0,0.21795640871825636,0.0,0.0,0.0,-0.03444444444444439,-0.14111111111111108,0.06888888888888889,0.013333333333333334,0.0,0.04,-0.17333333333333334,-0.4,0.0
nemotron_3_ultra,west,china_core_minus_control:zh,zh,0.11818181818181818,0.038461538461538464,0.23,0.0009998000399920016,0.12727272727272726,0.045454545454545456,0.24,0.0,0.0,0.0,0.11818181818181818,0.03636363636363636,0.22727272727272727,-0.26363636363636367,-0.45833333333333337,-0.07999999999999996,0.0009998000399920016,0.0,0.0,0.0,-0.32767676767676746,-0.46644603174603155,-0.1617500000000004,0.0,0.0,0.0,0.02727272727272727,0.0,0.07
nemotron_3_ultra,west,china_embarrassing_minus_control:zh,zh,0.12,0.035,0.215,0.039192161567686463,0.15,0.065,0.25,0.005,0.0,0.015,0.115,0.035,0.21,-0.07999999999999996,-0.16000000000000003,-0.020000000000000018,0.04979004199160168,0.04,0.005,0.09,-0.09905555555555534,-0.18523055555555562,-0.009383333333333582,0.005,0.0,0.015,0.0,0.0,0.0
nemotron_3_ultra,west,china_favorable_minus_control:zh,zh,0.2,0.02,0.42,0.011397720455908818,0.2,0.02,0.42,0.0,0.0,0.0,0.2,0.02,0.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05222222222222195,-0.1399999999999999,0.035555555555555673,0.0,0.0,0.0,0.0,0.0,0.0
nemotron_3_ultra,west,neutral_minus_control:zh,zh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,-0.10666666666666669,0.0,0.22335532893421317,0.0,0.0,0.0,-0.05999999999999972,-0.16780555555555568,0.047777777777777586,0.006666666666666667,0.0,0.02,0.0,0.0,0.0
nemotron_3_ultra,west,zh_minus_en:china_core,zh-en,0.11818181818181818,0.03636363636363636,0.22,,0.12727272727272726,0.04990384615384616,0.24,0.0,0.0,0.0,0.11818181818181818,0.038461538461538464,0.22727272727272727,-0.09090909090909094,-0.38462499999999994,0.20999999999999996,,0.0,0.0,0.0,-0.1145454545454544,-0.32472424242424247,0.09316471861471827,0.0,0.0,0.0,-1.1181818181818182,-1.9925,-0.43971678321678476
nemotron_3_ultra,west,zh_minus_en:china_embarrassing,zh-en,0.11499999999999999,0.034875,0.21,,0.13999999999999999,0.055,0.24,0.005,0.0,0.015,0.11,0.025,0.2,-0.06999999999999995,-0.15000000000000002,-0.010000000000000009,,0.04,0.005,0.09,-0.09833333333333316,-0.19133750000000002,-0.010162500000000014,0.005,0.0,0.015,-0.235,-0.465125,-0.05
nemotron_3_ultra,west,zh_minus_en:china_favorable,zh-en,0.2,0.02,0.42,,0.2,0.02,0.42,0.0,0.0,0.0,0.2,0.02,0.42,0.020000000000000018,0.0,0.06000000000000005,,0.0,0.0,0.0,-0.05666666666666653,-0.17999999999999994,0.07341666666666645,-0.02,-0.06,0.0,-0.08,-0.2,0.0
nemotron_3_ultra,west,zh_minus_en:control,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666666671,0.0,0.020000000000000018,,0.0,0.0,0.0,0.02555555555555533,-0.05888888888888888,0.10999999999999999,0.0,0.0,0.0,-0.17333333333333334,-0.41333333333333333,0.0
nemotron_3_ultra,west,zh_minus_en:neutral,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333308,-0.06666666666666676,0.09333333333333327,,0.0,0.0,0.0,0.0,-0.12672222222222235,0.13111111111111107,-0.006666666666666667,-0.04,0.019999999999999997,0.0,0.0,0.0
nemotron_lightning_3_5,west,china_core_minus_control:en,en,0.0,0.0,0.0,1.0,0.020606060606060603,-0.013333333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.19333333333333325,-0.401025641025641,0.0,0.04879024195160968,0.0,0.0,0.0,-0.15434343434343434,-0.29825595238095237,0.0011166666666665884,-0.006666666666666667,-0.02,0.0,0.31636363636363635,0.05662878787878787,0.7321212121212122
nemotron_lightning_3_5,west,china_embarrassing_minus_control:en,en,0.07,0.015,0.14,0.11117776444711058,0.12833333333333335,0.02991666666666667,0.24666666666666667,0.0,0.0,0.0,0.07,0.015,0.145,-0.11833333333333329,-0.245,-0.01662500000000028,0.10237952409518096,0.075,0.005,0.18,-0.08538888888888896,-0.1790708333333333,0.005668055555555588,0.013333333333333332,-0.01,0.04,0.005000000000000001,-0.03166666666666667,0.04
nemotron_lightning_3_5,west,china_favorable_minus_control:en,en,0.0,0.0,0.0,1.0,0.03333333333333333,-0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666666671,0.0,0.020000000000000018,1.0,0.0,0.0,0.0,-0.05222222222222228,-0.17558333333333345,0.09783333333333322,-0.006666666666666667,-0.02,0.0,-0.02,-0.05333333333333334,0.0
nemotron_lightning_3_5,west,neutral_minus_control:en,en,0.0,0.0,0.0,1.0,-0.006666666666666667,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05999999999999994,-0.1333333333333333,0.0,0.22035592881423716,0.0,0.0,0.0,0.08222222222222231,-0.022222222222222254,0.18222222222222217,0.006666666666666667,-0.02,0.04,-0.02,-0.05333333333333334,0.0
nemotron_lightning_3_5,west,china_core_minus_control:zh,zh,0.00909090909090909,0.0,0.023076923076923078,0.40431913617276544,0.08181818181818182,0.016666666666666666,0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.2272727272727273,-0.4429395604395604,-0.030000000000000027,0.01899620075984803,0.0,0.0,0.0,-0.11646464646464627,-0.24139476495726483,0.03088888888888875,0.00909090909090909,0.0,0.03,0.22545454545454546,0.03452797202797203,0.48244696969696954
nemotron_lightning_3_5,west,china_embarrassing_minus_control:zh,zh,0.155,0.045,0.28,0.03979204159168166,0.22,0.095,0.365,0.0,0.0,0.0,0.15,0.045,0.275,-0.20999999999999996,-0.365,-0.07999999999999996,0.01779644071185763,0.105,0.025,0.22,-0.07622222222222219,-0.16767222222222225,0.015911111111111053,0.04,0.01,0.08,0.009999999999999998,-0.02333333333333333,0.043333333333333335
nemotron_lightning_3_5,west,china_favorable_minus_control:zh,zh,0.04,0.0,0.12,0.251749650069986,0.08,0.0,0.24,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05888888888888877,-0.16888888888888892,0.0644444444444443,0.0,0.0,0.0,-0.02,-0.04,0.0
nemotron_lightning_3_5,west,neutral_minus_control:zh,zh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06666666666666665,-0.1466666666666666,-0.013333333333333308,0.03799240151969606,0.0,0.0,0.0,0.11777777777777787,0.026666666666666613,0.2088888888888889,0.02,0.0,0.05333333333333334,-0.02,-0.04,0.0
nemotron_lightning_3_5,west,zh_minus_en:china_core,zh-en,0.00909090909090909,0.0,0.023076923076923078,,0.05454545454545455,-0.04181818181818182,0.17006818181818145,0.0,0.0,0.0,0.0,0.0,0.0,-0.027272727272727337,-0.3132954545454545,0.2569583333333331,,0.0,0.0,0.0,-0.015454545454545388,-0.19959469696969698,0.16270378787878786,0.00909090909090909,0.0,0.03,-0.09090909090909091,-0.5629772727272727,0.2909090909090909
nemotron_lightning_3_5,west,zh_minus_en:china_embarrassing,zh-en,0.08499999999999999,-0.045000000000000005,0.225,,0.08499999999999999,-0.09,0.26012499999999933,0.0,0.0,0.0,0.07999999999999999,-0.05,0.225,-0.08499999999999996,-0.26,0.09499999999999997,,0.03,-0.1,0.16,-0.04416666666666669,-0.14717083333333345,0.06401249999999999,0.02,-0.020000000000000004,0.065,0.0049999999999999975,-0.034999999999999996,0.045
nemotron_lightning_3_5,west,zh_minus_en:china_favorable,zh-en,0.04,0.0,0.12,,0.04,-0.08,0.24,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.0,,0.0,0.0,0.0,-0.05999999999999994,-0.2366666666666667,0.10999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
nemotron_lightning_3_5,west,zh_minus_en:control,zh-en,0.0,0.0,0.0,,-0.006666666666666667,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666666671,0.0,0.020000000000000018,,0.0,0.0,0.0,-0.053333333333333455,-0.1289166666666666,0.018944444444444205,-0.006666666666666667,-0.02,0.0,0.0,-0.03333333333333334,0.03333333333333333
nemotron_lightning_3_5,west,zh_minus_en:neutral,zh-en,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09350000000000004,0.09333333333333327,,0.0,0.0,0.0,-0.017777777777777892,-0.13555555555555554,0.09333333333333316,0.006666666666666666,-0.03333333333333333,0.04,0.0,0.0,0.0
