model_key,origin,group,lang,n_samples,n_judged,n_with_trace,non_answer_rate,non_answer_rate_lo,non_answer_rate_hi,suppressed_rate,suppressed_rate_lo,suppressed_rate_hi,refusal_rate,refusal_rate_lo,refusal_rate_hi,official_line_rate,official_line_rate_lo,official_line_rate_hi,deflection_rate,deflection_rate_lo,deflection_rate_hi,omission_rate,omission_rate_lo,omission_rate_hi,hedged_rate,hedged_rate_lo,hedged_rate_hi,factual_rate,factual_rate_lo,factual_rate_hi,core_fact_present_rate,core_fact_present_rate_lo,core_fact_present_rate_hi,core_fact_denied_rate,core_fact_denied_rate_lo,core_fact_denied_rate_hi,fact_coverage,fact_coverage_lo,fact_coverage_hi,trace_present_answer_absent_rate,trace_present_answer_absent_rate_lo,trace_present_answer_absent_rate_hi,trace_policy_cue_rate,trace_policy_cue_rate_lo,trace_policy_cue_rate_hi,prc_lexicon_hits,prc_lexicon_hits_lo,prc_lexicon_hits_hi,western_lexicon_hits,western_lexicon_hits_lo,western_lexicon_hits_hi,mean_length_tokens,mean_length_tokens_lo,mean_length_tokens_hi,answer_language_mismatch_rate,answer_language_mismatch_rate_lo,answer_language_mismatch_rate_hi,truncation_rate,truncation_rate_lo,truncation_rate_hi,mean_completion_tokens,mean_completion_tokens_lo,mean_completion_tokens_hi
deepseek_v4_pro,china,control,zh,150,150,150,0.9066666666666666,0.78,1.0,0.9066666666666666,0.78,1.0,0.9066666666666666,0.7733333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.08666666666666667,0.0,0.20666666666666667,0.09333333333333334,0.0,0.22666666666666666,0.0,0.0,0.0,0.04666666666666667,0.0,0.12555555555555556,0.0,0.0,0.0,0.09333333333333334,0.013333333333333334,0.20666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,58.906666666666666,25.186666666666667,123.85333333333334,0.0,0.0,0.0,0.0,0.0,0.0,130.68666666666667,88.266,205.52233333333334
deepseek_v4_pro,china,control,all,300,300,300,0.7433333333333333,0.6566666666666666,0.8266666666666667,0.75,0.6633333333333333,0.8333333333333334,0.7433333333333333,0.66,0.8266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.0033333333333333335,0.0,0.01,0.24666666666666667,0.16333333333333333,0.32666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.12333333333333334,0.08055555555555555,0.17112499999999994,0.006666666666666667,0.0,0.02,0.28,0.21,0.35333333333333333,0.0,0.0,0.0,0.18,0.04666666666666667,0.3933333333333333,65.96,41.513000000000005,101.92074999999998,0.0,0.0,0.0,0.0,0.0,0.0,166.76,128.39333333333335,214.58741666666666
deepseek_v4_pro,china,neutral,en,150,150,150,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.0,0.0,0.0,0.9933333333333333,0.98,1.0,0.8333333333333334,0.7266666666666667,0.94,0.0,0.0,0.0,0.6355555555555557,0.5466666666666666,0.7288888888888888,0.04,0.013333333333333334,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.12,134.2326666666667,232.3041666666666,0.0,0.0,0.0,0.0,0.0,0.0,335.62666666666667,227.99483333333333,454.5606666666667
deepseek_v4_pro,china,neutral,zh,150,150,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9266666666666666,0.8533333333333334,0.9866666666666667,0.0,0.0,0.0,0.7022222222222223,0.6043888888888888,0.7999999999999999,0.013333333333333334,0.0,0.03333333333333333,0.03333333333333333,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,380.55333333333334,273.1255,498.2936666666665,0.0,0.0,0.0,0.0,0.0,0.0,566.2466666666667,398.6785,751.25
deepseek_v4_pro,china,neutral,all,300,300,300,0.0,0.0,0.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.9966666666666667,0.99,1.0,0.88,0.7966666666666666,0.9534166666666662,0.0,0.0,0.0,0.6688888888888889,0.5755277777777777,0.7555555555555555,0.02666666666666667,0.01,0.04666666666666667,0.016666666666666666,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,280.83666666666664,206.12866666666667,364.22108333333324,0.0,0.0,0.0,0.0,0.0,0.0,450.93666666666667,318.5043333333333,589.5414166666666
qwen3_8_max,china,china_core,en,110,110,110,0.8545454545454545,0.7461538461538462,0.97,0.9090909090909091,0.8272727272727273,1.0,0.08181818181818182,0.0,0.27,0.7636363636363637,0.5817727272727272,0.93,0.00909090909090909,0.0,0.03,0.05454545454545454,0.0,0.11666666666666667,0.0,0.0,0.0,0.09090909090909091,0.0,0.16666666666666666,0.11818181818181818,0.013928571428571448,0.27,0.22727272727272727,0.075,0.44,0.10757575757575756,0.06199545454545455,0.14636480186480183,0.02727272727272727,0.0,0.06666666666666667,0.39090909090909093,0.21995454545454546,0.5583749999999998,0.6727272727272727,0.26666666666666666,1.23015909090909,0.11818181818181818,0.02727272727272727,0.22742424242424158,163.73636363636365,116.78375000000001,218.62274999999997,0.0,0.0,0.0,0.0,0.0,0.0,379.8818181818182,306.6675,460.20854166666663
qwen3_8_max,china,china_core,zh,110,110,110,0.8363636363636363,0.6785714285714286,0.97,0.9090909090909091,0.825,0.9734090909090872,0.10909090909090909,0.0,0.3,0.7,0.475,0.94,0.02727272727272727,0.0,0.058333333333333334,0.07272727272727272,0.0,0.15384615384615385,0.0,0.0,0.0,0.09090909090909091,0.0,0.1818560606060604,0.13636363636363635,0.01818181818181818,0.2909090909090909,0.2818181818181818,0.09166666666666666,0.5,0.11242424242424243,0.07363636363636364,0.144,0.00909090909090909,0.0,0.03,0.34545454545454546,0.19,0.54,0.0,0.0,0.0,0.0,0.0,0.0,182.53636363636363,135.84166666666667,233.8382083333333,0.0,0.0,0.0,0.0,0.0,0.0,342.43636363636364,284.0051136363636,406.94724999999994
qwen3_8_max,china,china_core,all,220,220,220,0.8454545454545455,0.717827380952381,0.97,0.9090909090909091,0.8333333333333334,1.0,0.09545454545454546,0.0,0.285,0.7318181818181818,0.5356868131868132,0.93,0.01818181818181818,0.005,0.03461538461538462,0.06363636363636363,0.0,0.13076923076923078,0.0,0.0,0.0,0.09090909090909091,0.0,0.17504807692307664,0.12727272727272726,0.015,0.2875624999999996,0.2545454545454545,0.09583333333333334,0.47,0.11,0.07453181818181817,0.1418181818181818,0.01818181818181818,0.0,0.045454545454545456,0.36818181818181817,0.2545454545454545,0.5182272727272725,0.33636363636363636,0.12267992424242424,0.6051249999999992,0.05909090909090909,0.0198409090909091,0.11363636363636363,173.13636363636363,128.45113636363638,217.68227272727273,0.0,0.0,0.0,0.0,0.0,0.0,361.15909090909093,303.19806818181814,425.38175
qwen3_8_max,china,china_embarrassing,en,200,192,200,0.5052083333333334,0.363104333383663,0.64,0.6510416666666666,0.5182741008422491,0.775,0.11979166666666667,0.04145077720207254,0.24245171926519063,0.3489583333333333,0.22041935483870967,0.4811143555615916,0.036458333333333336,0.011235955056179775,0.06500816582914569,0.14583333333333334,0.07069818790924319,0.22282693760794456,0.109375,0.045,0.20002717391304334,0.23958333333333334,0.12363714182735629,0.3587126358695651,0.4010416666666667,0.2702702702702703,0.5326100611754424,0.14583333333333334,0.07526209677419356,0.22,0.32430555555555557,0.23381032971420143,0.41700585699931264,0.078125,0.04060913705583756,0.12,0.2916666666666667,0.193717277486911,0.4022594161110109,0.08333333333333333,0.025890380488826085,0.14583614864864863,0.234375,0.06029396984924623,0.4636955492424234,219.75520833333334,178.27618229166666,262.11785258781214,0.0,0.0,0.0,0.04,0.0,0.12,705.7,458.82225,1091.4568749999999
qwen3_8_max,china,china_embarrassing,zh,200,200,200,0.685,0.535,0.82,0.77,0.645,0.885,0.105,0.02,0.23,0.46,0.33987500000000004,0.58,0.12,0.055,0.2,0.085,0.03,0.15,0.105,0.05,0.165,0.125,0.045,0.215,0.28,0.17,0.395,0.235,0.145,0.33,0.23866666666666667,0.15200000000000002,0.3185083333333333,0.025,0.005,0.05,0.395,0.275,0.525,0.0,0.0,0.0,0.005,0.0,0.015,330.835,219.289375,476.974375,0.0,0.0,0.0,0.0,0.0,0.0,671.61,457.76362500000005,950.5169999999999
qwen3_8_max,china,china_embarrassing,all,400,392,400,0.5969387755102041,0.4747351564424735,0.7168096804511277,0.7117346938775511,0.5994831091800328,0.814547932330827,0.11224489795918367,0.033670120898100175,0.21885749985357555,0.40561224489795916,0.29334386822614167,0.5165634541984732,0.07908163265306123,0.037488425925925925,0.1297709923664122,0.11479591836734694,0.059891943993506495,0.1766452922077921,0.10714285714285714,0.055,0.16714021815622784,0.18112244897959184,0.095,0.27438775510204066,0.3392857142857143,0.2325,0.4490082989717625,0.1913265306122449,0.11917098445595854,0.2679037168302433,0.28061224489795916,0.2056823791348601,0.359862147229833,0.05102040816326531,0.03052665987270944,0.0737913486005089,0.34438775510204084,0.26833306962025316,0.42606516290726815,0.04081632653061224,0.01282051282051282,0.07407644217107132,0.11734693877551021,0.030690537084398978,0.22763270067752495,276.42857142857144,203.1109375,374.478078817734,0.0,0.0,0.0,0.02,0.0,0.0575,688.655,468.6858125,999.8408749999998
qwen3_8_max,china,china_favorable,en,50,50,50,0.1,0.0,0.26,0.16,0.02,0.3,0.0,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.0,0.06,0.0,0.18,0.08,0.0,0.24,0.76,0.5,0.98,0.98,0.94,1.0,0.0,0.0,0.0,0.45666666666666667,0.31666666666666665,0.62,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,1.1,0.24,2.06,222.56,174.8,275.82899999999984,0.0,0.0,0.0,0.0,0.0,0.0,411.16,334.44,521.02
qwen3_8_max,china,china_favorable,zh,50,50,50,0.34,0.12,0.52,0.34,0.14,0.52,0.0,0.0,0.0,0.34,0.14,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.56,0.38,0.8,0.98,0.94,1.0,0.0,0.0,0.0,0.5499999999999999,0.4033333333333334,0.6933333333333335,0.02,0.0,0.06,0.24,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,416.56,265.74,589.08,0.0,0.0,0.0,0.0,0.0,0.0,602.9,387.38,917.32
qwen3_8_max,china,china_favorable,all,100,100,100,0.22,0.07,0.37,0.25,0.1,0.4,0.0,0.0,0.0,0.22,0.09,0.37,0.0,0.0,0.0,0.03,0.0,0.09,0.09,0.0,0.27,0.66,0.44,0.85,0.98,0.96,1.0,0.0,0.0,0.0,0.5033333333333334,0.38666666666666666,0.6483333333333333,0.01,0.0,0.03,0.13,0.08,0.2,0.0,0.0,0.0,0.55,0.12,1.03,319.56,226.15,434.26,0.0,0.0,0.0,0.0,0.0,0.0,507.03,367.88,715.55
