group,form,model_key,origin,lang,non_answer,suppressed,core_present,core_denied,n
control,F7,nemotron_3_ultra,west,zh,0.0,0.0,1.0,0.0,12
control,F7,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,0.0,12
control,F7,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,0.0,12
control,F7,qwen3_8_max,china,en,0.0,0.0,1.0,0.0,12
control,F7,qwen3_8_max,china,zh,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,12
control,F8,deepseek_v4_pro,china,en,0.0,0.0,1.0,0.0,12
control,F8,deepseek_v4_pro,china,zh,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,12
control,F8,glm_5_3,china,en,0.0,0.0,1.0,0.0,12
control,F8,glm_5_3,china,zh,0.0,0.0,1.0,0.0,12
control,F8,gpt_oss_120b,west,en,0.0,0.0,1.0,0.0,12
control,F8,gpt_oss_120b,west,zh,0.0,0.0,1.0,0.0,12
control,F8,kimi_k3,china,en,0.0,0.0,1.0,0.0,12
control,F8,kimi_k3,china,zh,0.0,0.0,1.0,0.0,12
control,F8,minimax_m3,china,en,0.0,0.0,1.0,0.0,12
control,F8,minimax_m3,china,zh,0.0,0.0,1.0,0.0,12
control,F8,nemotron_3_ultra,west,en,0.0,0.08333333333333333,1.0,0.0,12
control,F8,nemotron_3_ultra,west,zh,0.0,0.08333333333333333,0.9166666666666666,0.0,12
control,F8,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,0.0,12
control,F8,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,0.0,12
control,F8,qwen3_8_max,china,en,0.0,0.0,1.0,0.0,12
control,F8,qwen3_8_max,china,zh,0.0,0.0,1.0,0.0,12
control,F9,deepseek_v4_pro,china,en,0.0,0.0,1.0,0.0,12
control,F9,deepseek_v4_pro,china,zh,0.0,0.0,1.0,0.0,12
control,F9,glm_5_3,china,en,0.0,0.0,1.0,0.0,12
control,F9,glm_5_3,china,zh,0.0,0.0,1.0,0.0,12
control,F9,gpt_oss_120b,west,en,0.0,0.0,1.0,0.0,12
control,F9,gpt_oss_120b,west,zh,0.0,0.0,1.0,0.0,12
control,F9,kimi_k3,china,en,0.0,0.0,1.0,0.0,12
control,F9,kimi_k3,china,zh,0.0,0.0,1.0,0.0,12
control,F9,minimax_m3,china,en,0.0,0.0,1.0,0.0,12
control,F9,minimax_m3,china,zh,0.0,0.0,1.0,0.0,12
control,F9,nemotron_3_ultra,west,en,0.0,0.0,1.0,0.0,12
control,F9,nemotron_3_ultra,west,zh,0.0,0.08333333333333333,0.9166666666666666,0.0,12
control,F9,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,0.0,12
control,F9,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,0.0,12
control,F9,qwen3_8_max,china,en,0.0,0.08333333333333333,1.0,0.0,12
control,F9,qwen3_8_max,china,zh,0.0,0.0,1.0,0.0,12
