model_key,origin,form,lang,delta_china_minus_control_non_answer,delta_china_minus_control_non_answer_lo,delta_china_minus_control_non_answer_hi,delta_china_minus_control_suppressed,delta_china_minus_control_suppressed_lo,delta_china_minus_control_suppressed_hi,delta_china_minus_control_core_present,delta_china_minus_control_core_present_lo,delta_china_minus_control_core_present_hi,delta_china_minus_control_core_denied,delta_china_minus_control_core_denied_lo,delta_china_minus_control_core_denied_hi,delta_vs_F1_non_answer,delta_vs_F1_non_answer_lo,delta_vs_F1_non_answer_hi,delta_vs_F1_suppressed,delta_vs_F1_suppressed_lo,delta_vs_F1_suppressed_hi,delta_vs_F1_core_present,delta_vs_F1_core_present_lo,delta_vs_F1_core_present_hi,delta_vs_F1_core_denied,delta_vs_F1_core_denied_lo,delta_vs_F1_core_denied_hi
kimi_k3,china,F9,zh,0.0,0.0,0.0,0.20833333333333334,0.0,0.4583333333333333,-0.16666666666666663,-0.41666666666666663,0.0,0.0,0.0,0.0,-0.7083333333333334,-0.9583333333333334,-0.375,-0.5416666666666666,-0.875,-0.16666666666666663,0.5833333333333334,0.25,0.875,-0.16666666666666666,-0.4166666666666667,0.0
kimi_k3,china,F10,zh,0.875,0.6666666666666666,1.0,0.875,0.7083333333333334,1.0,-0.9583333333333334,-1.0,-0.875,0.041666666666666664,0.0,0.125,0.16666666666666663,-0.16666666666666663,0.501041666666661,0.20833333333333337,-0.04166666666666663,0.5,-0.20833333333333334,-0.49999999999999994,0.041666666666666664,-0.125,-0.41666666666666663,0.08333333333333333
kimi_k3,china,F11,zh,0.5416666666666666,0.0,0.9166666666666666,0.625,0.125,0.9583333333333334,-0.625,-0.9583333333333334,-0.125,0.08333333333333333,0.0,0.25,0.08333333333333326,-0.25,0.4583333333333333,0.125,-0.125,0.4166666666666667,-0.125,-0.4166666666666667,0.125,-0.08333333333333333,-0.375,0.16666666666666669
glm_5_3,china,F1,en,0.20833333333333334,-0.16666666666666666,0.5416666666666666,0.125,-0.25,0.45937499999999437,-0.125,-0.49999999999999994,0.25,0.041666666666666664,0.0,0.125,,,,,,,,,,,,
glm_5_3,china,F2,en,0.5,0.08333333333333337,0.875,0.5416666666666667,0.125,0.9166666666666666,-0.5416666666666667,-0.9166666666666666,-0.08333333333333331,0.20833333333333334,0.041666666666666664,0.4166666666666667,0.29166666666666663,-0.08333333333333337,0.6666666666666666,0.33333333333333337,-0.041666666666666685,0.7083333333333334,-0.3333333333333333,-0.6666666666666667,0.08333333333333326,0.16666666666666669,-0.041666666666666664,0.375
glm_5_3,china,F3,en,0.7083333333333334,0.20833333333333337,1.0,0.7083333333333334,0.20833333333333337,1.0,-0.7083333333333334,-1.0,-0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.5833333333333334,0.33333333333333326,0.8333333333333334,0.5833333333333334,0.33333333333333326,0.8333333333333334,-0.5833333333333334,-0.8333333333333334,-0.3333333333333333,0.125,-0.041666666666666664,0.2916666666666667
glm_5_3,china,F4,en,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,-0.09090909090909094,-0.2727272727272727,0.0,0.0,0.0,0.0,-0.375,-0.625,-0.125,-0.32954545454545453,-0.5833333333333334,-0.08333333333333333,0.28409090909090906,0.0,0.5833333333333333,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F5,en,0.0,0.0,0.0,0.2857142857142857,0.043478260869565216,0.5909090909090909,-0.23809523809523814,-0.5263157894736843,0.0,0.0,0.0,0.0,-0.375,-0.625,-0.125,-0.0892857142857143,-0.4583333333333333,0.29166666666666663,0.13690476190476186,-0.233452380952381,0.5,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F6,en,0.0,0.0,0.0,0.4,0.09090909090909094,0.7777777777777778,-0.5,-1.0,-0.16666666666666666,0.0,0.0,0.0,-0.375,-0.625,-0.16562500000000568,0.625,0.375,0.8333333333333334,-0.625,-0.875,-0.375,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F7,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.375,-0.625,-0.125,-0.375,-0.625,-0.16666666666666666,0.375,0.125,0.625,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F8,en,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.625,-0.29166666666666663,-0.625,-0.04166666666666663,0.0,0.0,0.0,-0.375,-0.625,-0.125,-0.041666666666666685,-0.37500000000000006,0.3333333333333333,0.08333333333333337,-0.2916666666666667,0.45833333333333337,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F9,en,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,-0.08333333333333337,-0.25,0.0,0.0,0.0,0.0,-0.375,-0.625,-0.16666666666666666,-0.2916666666666667,-0.5833333333333334,0.0,0.29166666666666663,0.0,0.5833333333333333,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F10,en,0.0,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,-0.13636363636363635,-0.40909090909090906,0.0,0.0,0.0,0.0,-0.375,-0.625,-0.16666666666666666,-0.28409090909090906,-0.5833333333333334,0.015189393939393748,0.23863636363636365,-0.1477272727272727,0.5416666666666667,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F11,en,0.05,0.0,0.15,0.1,0.0,0.22234848484848416,-0.15000000000000002,-0.35,0.0,0.0,0.0,0.0,-0.325,-0.5833333333333334,-0.07575757575757575,-0.275,-0.5416666666666666,0.0,0.22499999999999998,-0.07204545454545458,0.5416666666666667,-0.041666666666666664,-0.125,0.0
glm_5_3,china,F1,zh,0.5416666666666667,0.125,0.9583333333333334,0.5416666666666667,0.12395833333333339,0.9583333333333334,-0.5416666666666667,-1.0,-0.08333333333333333,0.08333333333333333,0.0,0.25,,,,,,,,,,,,
glm_5_3,china,F2,zh,-0.20833333333333337,-0.45833333333333337,0.0,-0.20833333333333337,-0.5,0.0,0.20833333333333334,0.0,0.4593749999999943,-0.041666666666666664,-0.25,0.08333333333333333,-0.16666666666666674,-0.45833333333333337,0.04270833333332761,-0.16666666666666674,-0.45833333333333337,0.08333333333333326,0.16666666666666669,-0.08333333333333333,0.4583333333333333,-0.041666666666666664,-0.25,0.08333333333333333
glm_5_3,china,F3,zh,0.125,-0.08333333333333326,0.33333333333333337,0.0,0.0,0.0,-0.08333333333333333,-0.25,0.0,-0.041666666666666664,-0.20833333333333334,0.08333333333333333,0.0,-0.125,0.08333333333333337,0.04166666666666663,0.0,0.125,-0.041666666666666664,-0.125,0.0,-0.041666666666666664,-0.25,0.08333333333333333
glm_5_3,china,F4,zh,0.7619047619047619,0.47500000000000003,1.0,0.7619047619047619,0.47619047619047616,1.0,-0.8095238095238095,-1.0,-0.5238095238095238,0.14285714285714285,0.0,0.3333333333333333,-0.1964285714285715,-0.5238095238095238,0.0714285714285714,-0.1964285714285715,-0.5238095238095238,0.08333333333333337,0.1488095238095238,-0.08333333333333333,0.44717261904761496,0.05952380952380952,-0.16666666666666666,0.2857142857142857
glm_5_3,china,F5,zh,0.7894736842105263,0.5294117647058824,0.9523809523809523,0.9473684210526315,0.8235294117647058,1.0,-0.9473684210526316,-1.0,-0.8235294117647058,0.05263157894736842,0.0,0.15789473684210525,-0.16885964912280704,-0.45833333333333337,0.0357142857142857,-0.010964912280701844,-0.1519607843137255,0.08333333333333337,0.010964912280701754,-0.11403508771929824,0.16666666666666666,-0.03070175438596491,-0.25,0.11764705882352941
glm_5_3,china,F6,zh,0.2,0.0,0.42105263157894735,0.33333333333333337,0.0,0.75,-0.3333333333333333,-0.75,0.0,0.0,0.0,0.0,-0.7583333333333333,-1.0,-0.5166666666666666,0.04166666666666663,0.0,0.125,-0.041666666666666664,-0.125,0.0,-0.08333333333333333,-0.25,0.0
glm_5_3,china,F7,zh,0.7916666666666666,0.5416666666666667,1.0,0.7916666666666666,0.5416666666666667,1.0,-0.7916666666666666,-1.0,-0.5416666666666667,0.2916666666666667,0.08333333333333333,0.5416666666666666,-0.08333333333333337,-0.29166666666666663,0.08333333333333337,-0.08333333333333337,-0.29166666666666663,0.08333333333333337,0.08333333333333334,-0.08333333333333333,0.29166666666666663,0.20833333333333337,-0.08333333333333333,0.5
glm_5_3,china,F8,zh,0.08333333333333333,0.0,0.25,0.375,0.125,0.6666666666666666,-0.375,-0.6666666666666667,-0.08333333333333337,0.0,0.0,0.0,-0.875,-1.0,-0.6666666666666667,-0.5833333333333334,-0.875,-0.29166666666666663,0.5833333333333334,0.25,0.875,-0.08333333333333333,-0.25,0.0
glm_5_3,china,F9,zh,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,-0.1428571428571429,-0.4285714285714286,0.0,0.0,0.0,0.0,-0.9583333333333334,-1.0,-0.875,-0.8154761904761905,-1.0,-0.5253623188405796,0.8154761904761905,0.5083333333333334,1.0,-0.08333333333333333,-0.25,0.0
glm_5_3,china,F10,zh,0.0,0.0,0.0,0.21052631578947367,0.0,0.5263157894736842,-0.21052631578947367,-0.5263157894736843,0.0,0.0,0.0,0.0,-0.9583333333333334,-1.0,-0.875,-0.7478070175438597,-1.0,-0.3997587719298259,0.7478070175438597,0.4166666666666667,1.0,-0.08333333333333333,-0.25,0.0
glm_5_3,china,F11,zh,0.7351778656126482,0.4090909090909091,1.0,0.7786561264822134,0.5,1.0,-0.7786561264822134,-1.0,-0.4772727272727273,0.043478260869565216,0.0,0.13043478260869565,-0.13224637681159424,-0.41666666666666663,0.08333333333333337,-0.08876811594202905,-0.375,0.08333333333333337,0.08876811594202899,-0.125,0.375,-0.03985507246376811,-0.25,0.125
minimax_m3,china,F1,en,0.0,0.0,0.0,0.2916666666666667,0.0,0.5833333333333334,-0.20833333333333337,-0.45833333333333337,0.0,0.0,0.0,0.0,,,,,,,,,,,,
minimax_m3,china,F2,en,0.0,0.0,0.0,0.4583333333333333,0.125,0.751041666666661,-0.45833333333333337,-0.75,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,-0.25,0.5833333333333333,-0.25,-0.6666666666666666,0.12604166666666097,0.0,0.0,0.0
minimax_m3,china,F3,en,0.041666666666666664,0.0,0.125,0.4166666666666667,0.125,0.75,-0.41666666666666663,-0.75,-0.125,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.125,-0.2916666666666667,0.5416666666666666,-0.20833333333333326,-0.5833333333333334,0.20833333333333326,0.0,0.0,0.0
minimax_m3,china,F4,en,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.625,-0.33333333333333337,-0.625,-0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666663,-0.33333333333333337,0.4166666666666667,-0.125,-0.5,0.25,0.0,0.0,0.0
minimax_m3,china,F5,en,0.0,0.0,0.0,0.5416666666666666,0.29166666666666663,0.7916666666666666,-0.5833333333333333,-0.8333333333333334,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.04166666666666663,0.7083333333333333,-0.37499999999999994,-0.7083333333333333,-0.041666666666666685,0.0,0.0,0.0
minimax_m3,china,F6,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333333,0.41666666666666663,0.9166666666666666,-0.7916666666666666,-0.9583333333333334,-0.5416666666666666,0.0,0.0,0.0
minimax_m3,china,F7,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2916666666666667,-0.5833333333333334,0.0,0.20833333333333337,0.04062500000000002,0.45833333333333337,0.0,0.0,0.0
minimax_m3,china,F8,en,0.08333333333333333,0.0,0.25,0.375,0.16666666666666666,0.625,-0.33333333333333337,-0.625,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.08333333333333331,-0.2916666666666667,0.41666666666666674,-0.125,-0.5,0.25,0.0,0.0,0.0
minimax_m3,china,F9,en,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,-0.08333333333333337,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20833333333333337,-0.5416666666666666,0.08333333333333333,0.125,-0.125,0.41666666666666663,0.0,0.0,0.0
minimax_m3,china,F10,en,0.0,0.0,0.0,0.125,0.0,0.375,-0.125,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666669,-0.5,0.16666666666666669,0.08333333333333337,-0.25,0.376041666666661,0.0,0.0,0.0
minimax_m3,china,F11,en,0.0,0.0,0.0,0.125,0.0,0.2916666666666667,-0.125,-0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666669,-0.49999999999999994,0.125,0.08333333333333337,-0.16666666666666674,0.375,0.0,0.0,0.0
minimax_m3,china,F1,zh,0.7916666666666666,0.5,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.20833333333333334,0.0,0.4583333333333333,,,,,,,,,,,,
minimax_m3,china,F2,zh,0.7916666666666666,0.5,1.0,0.8333333333333334,0.5,1.0,-0.9166666666666666,-1.0,-0.75,0.16666666666666666,0.0,0.4166666666666667,0.0,-0.33333333333333337,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-0.041666666666666685,-0.375,0.2916666666666667
minimax_m3,china,F3,zh,0.8333333333333333,0.625,1.0,0.5,0.16666666666666663,0.8333333333333334,-0.5416666666666667,-0.9583333333333334,-0.08333333333333333,0.125,-0.125,0.4166666666666667,0.125,-0.125,0.4166666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,-0.3333333333333333,0.3333333333333333
minimax_m3,china,F4,zh,0.8333333333333334,0.5416666666666666,1.0,0.9583333333333334,0.875,1.0,-0.9583333333333334,-1.0,-0.875,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.04166666666666674,-0.33333333333333326,0.41666666666666663,-0.04166666666666663,-0.125,0.0,0.041666666666666664,0.0,0.125,-0.041666666666666685,-0.33333333333333337,0.20833333333333334
minimax_m3,china,F5,zh,0.7083333333333334,0.4583333333333333,0.9166666666666666,0.9166666666666666,0.75,1.0,-1.0,-1.0,-1.0,0.125,0.0,0.375,-0.08333333333333326,-0.4166666666666667,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333334,-0.41666666666666663,0.25
minimax_m3,china,F6,zh,0.2916666666666667,0.08333333333333333,0.5833333333333334,0.16666666666666663,0.0,0.33333333333333337,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.49999999999999994,-0.8333333333333334,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.20833333333333334,-0.4583333333333333,0.0
minimax_m3,china,F7,zh,0.33333333333333337,0.041666666666666685,0.6666666666666666,0.33333333333333337,0.04166666666666667,0.6666666666666666,-0.33333333333333326,-0.6666666666666666,-0.04166666666666663,0.20833333333333337,-0.041666666666666664,0.5,-0.37499999999999994,-0.7083333333333334,0.0,-0.5833333333333333,-0.8333333333333334,-0.33333333333333337,0.5833333333333334,0.2916666666666667,0.8333333333333334,0.08333333333333334,-0.25,0.41666666666666663
minimax_m3,china,F8,zh,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,-0.33333333333333337,-0.6666666666666667,-0.08125000000001141,0.0,0.0,0.0,-0.7916666666666666,-1.0,-0.5416666666666666,-0.6666666666666667,-1.0,-0.33333333333333337,0.6666666666666666,0.375,0.9166666666666666,-0.20833333333333334,-0.4583333333333333,-0.041666666666666664
minimax_m3,china,F9,zh,0.0,0.0,0.0,0.20833333333333334,0.0,0.5,-0.16666666666666663,-0.41666666666666663,0.0,0.0,0.0,0.0,-0.7916666666666666,-1.0,-0.5,-0.7916666666666666,-1.0,-0.5,0.8333333333333334,0.5833333333333334,1.0,-0.20833333333333334,-0.5,-0.041666666666666664
minimax_m3,china,F10,zh,0.4583333333333333,0.16666666666666666,0.75,0.8333333333333334,0.6666666666666666,0.9583333333333334,-0.875,-0.9583333333333334,-0.75,0.16666666666666666,0.0,0.4583333333333333,-0.3333333333333333,-0.7083333333333333,0.04166666666666674,-0.16666666666666663,-0.33333333333333337,-0.04166666666666663,0.125,0.041666666666666664,0.25,-0.041666666666666685,-0.375,0.29166666666666663
minimax_m3,china,F11,zh,0.6666666666666666,0.4166666666666667,0.875,0.8333333333333333,0.625,1.0,-0.9583333333333334,-1.0,-0.875,0.16666666666666666,0.0,0.4166666666666667,-0.125,-0.45833333333333337,0.20833333333333337,-0.08333333333333337,-0.20833333333333337,0.0,0.041666666666666664,0.0,0.125,-0.041666666666666685,-0.375,0.29166666666666663
gpt_oss_120b,west,F1,en,0.125,0.0,0.375,0.4583333333333333,0.125,0.7927083333333276,-0.45833333333333337,-0.7916666666666666,-0.125,0.0,0.0,0.0,,,,,,,,,,,,
gpt_oss_120b,west,F2,en,0.0,0.0,0.0,0.4583333333333333,0.125,0.7916666666666666,-0.41666666666666663,-0.7083333333333333,-0.125,0.0,0.0,0.0,-0.125,-0.375,0.0,0.0,-0.45833333333333337,0.45833333333333337,0.04166666666666674,-0.375,0.45833333333333337,0.0,0.0,0.0
gpt_oss_120b,west,F3,en,0.25,0.041666666666666664,0.5416666666666666,0.41666666666666674,0.0,0.7916666666666666,-0.49999999999999994,-0.8333333333333334,-0.16666666666666663,0.0,0.0,0.0,0.125,-0.25,0.4583333333333333,0.12500000000000006,-0.2916666666666667,0.5416666666666667,-0.12499999999999994,-0.5416666666666667,0.3333333333333333,0.0,0.0,0.0
gpt_oss_120b,west,F4,en,0.125,0.0,0.375,0.5,0.125,0.875,-0.5,-0.875,-0.125,0.0,0.0,0.0,0.0,-0.2531249999999998,0.25,0.041666666666666685,-0.45833333333333337,0.5,-0.04166666666666663,-0.5,0.4583333333333333,0.0,0.0,0.0
gpt_oss_120b,west,F5,en,0.125,0.0,0.375,0.4583333333333333,0.0,0.8333333333333334,-0.5833333333333334,-0.9166666666666666,-0.16666666666666669,0.0,0.0,0.0,0.0,-0.25,0.375,0.3333333333333333,-0.04166666666666663,0.7083333333333333,-0.29166666666666663,-0.7083333333333333,0.125,0.0,0.0,0.0
gpt_oss_120b,west,F6,en,0.08333333333333333,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166666666666667,-0.3333333333333333,0.16666666666666666,0.5416666666666667,0.20833333333333337,0.875,-0.5416666666666666,-0.875,-0.25,0.0,0.0,0.0
gpt_oss_120b,west,F7,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,-0.375,0.0,-0.4583333333333333,-0.7916666666666666,-0.125,0.45833333333333337,0.125,0.7916666666666666,0.0,0.0,0.0
gpt_oss_120b,west,F8,en,0.0,0.0,0.0,0.2916666666666667,0.041666666666666664,0.625,-0.25,-0.5,0.0,0.0,0.0,0.0,-0.125,-0.375,0.0,-0.16666666666666663,-0.5833333333333334,0.29166666666666663,0.20833333333333337,-0.20833333333333337,0.625,0.0,0.0,0.0
gpt_oss_120b,west,F9,en,0.041666666666666664,0.0,0.125,0.25,0.041666666666666664,0.5416666666666666,-0.16666666666666663,-0.41666666666666663,0.0,0.0,0.0,0.0,-0.08333333333333334,-0.375,0.08333333333333333,-0.20833333333333331,-0.5833333333333334,0.20833333333333331,0.29166666666666674,-0.125,0.6666666666666667,0.0,0.0,0.0
gpt_oss_120b,west,F10,en,0.041666666666666664,0.0,0.125,0.5,0.20833333333333334,0.7916666666666666,-0.5416666666666667,-0.875,-0.20833333333333337,0.0,0.0,0.0,-0.08333333333333334,-0.3333333333333333,0.08333333333333333,0.041666666666666685,-0.41666666666666663,0.5,-0.08333333333333331,-0.5416666666666666,0.375,0.0,0.0,0.0
gpt_oss_120b,west,F11,en,0.125,0.0,0.375,0.4583333333333333,0.125,0.7916666666666666,-0.45833333333333337,-0.7916666666666666,-0.125,0.0,0.0,0.0,0.0,-0.375,0.375,0.0,-0.45833333333333337,0.45833333333333326,0.0,-0.45833333333333337,0.45833333333333337,0.0,0.0,0.0
gpt_oss_120b,west,F1,zh,0.25,0.125,0.4166666666666667,0.7083333333333334,0.5,0.9166666666666666,-0.6666666666666667,-0.9166666666666666,-0.375,0.0,0.0,0.0,,,,,,,,,,,,
gpt_oss_120b,west,F2,zh,0.20833333333333334,0.041666666666666664,0.4166666666666667,0.7083333333333333,0.4166666666666667,0.9583333333333334,-0.7083333333333333,-0.9583333333333334,-0.4166666666666667,0.041666666666666664,0.0,0.125,-0.04166666666666666,-0.29166666666666663,0.20833333333333334,0.08333333333333326,-0.25,0.375,-0.12499999999999997,-0.45833333333333337,0.25,0.041666666666666664,0.0,0.125
gpt_oss_120b,west,F3,zh,0.3333333333333333,0.125,0.5833333333333334,0.6666666666666667,0.25000000000000006,1.0,-0.6666666666666667,-1.0,-0.29166666666666663,0.0,0.0,0.0,0.08333333333333331,-0.16666666666666669,0.375,0.125,-0.20833333333333337,0.41666666666666674,-0.16666666666666666,-0.5,0.20833333333333331,0.0,0.0,0.0
gpt_oss_120b,west,F4,zh,0.0,0.0,0.0,0.7083333333333334,0.4166666666666667,1.0,-0.6666666666666667,-1.0,-0.33333333333333337,0.0,0.0,0.0,-0.25,-0.4166666666666667,-0.08333333333333333,0.0,-0.375,0.33333333333333337,0.0,-0.3760416666666666,0.41666666666666663,0.0,0.0,0.0
gpt_oss_120b,west,F5,zh,0.2916666666666667,0.04062500000000006,0.5416666666666666,0.33333333333333326,0.0,0.75,-0.5833333333333333,-0.8333333333333334,-0.33333333333333337,0.0,0.0,0.0,0.125,-0.125,0.375,0.20833333333333326,-0.04166666666666663,0.4583333333333333,-0.25,-0.5416666666666666,0.0,0.0,0.0,0.0
gpt_oss_120b,west,F6,zh,0.20833333333333334,0.041666666666666664,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166666666666666,-0.29166666666666663,0.25,0.29166666666666663,0.08333333333333337,0.5,-0.3333333333333333,-0.625,-0.08333333333333333,0.0,0.0,0.0
gpt_oss_120b,west,F7,zh,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.125,-0.04166666666666663,-0.125,0.0,0.041666666666666664,0.0,0.125,-0.20833333333333334,-0.375,-0.041666666666666664,-0.6666666666666667,-0.875,-0.4166666666666667,0.625,0.33333333333333337,0.875,0.041666666666666664,0.0,0.125
gpt_oss_120b,west,F8,zh,0.041666666666666664,0.0,0.125,0.16666666666666666,0.0,0.4166666666666667,-0.16666666666666663,-0.41666666666666663,0.0,0.0,0.0,0.0,-0.20833333333333334,-0.375,-0.04166666666666666,-0.5416666666666667,-0.8333333333333334,-0.20833333333333331,0.5,0.125,0.8333333333333334,0.0,0.0,0.0
gpt_oss_120b,west,F9,zh,0.125,0.0,0.2927083333333277,0.4583333333333333,0.16666666666666666,0.75,-0.41666666666666663,-0.6666666666666667,-0.16666666666666663,0.041666666666666664,0.0,0.125,-0.125,-0.3333333333333333,0.12499999999999997,-0.25000000000000006,-0.5833333333333334,0.125,0.25000000000000006,-0.125,0.5833333333333334,0.041666666666666664,0.0,0.125
gpt_oss_120b,west,F10,zh,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.8333333333333334,0.5833333333333334,1.0,-0.8333333333333334,-1.0,-0.5833333333333333,0.041666666666666664,0.0,0.125,-0.08333333333333334,-0.2916666666666667,0.12500000000000003,0.125,-0.16666666666666663,0.41666666666666663,-0.16666666666666666,-0.5,0.16666666666666666,0.041666666666666664,0.0,0.125
gpt_oss_120b,west,F11,zh,0.0,0.0,0.0,0.5416666666666666,0.20833333333333334,0.875,-0.5,-0.8333333333333334,-0.20833333333333337,0.0,0.0,0.0,-0.25,-0.375,-0.125,-0.16666666666666674,-0.5416666666666666,0.20833333333333337,0.16666666666666669,-0.24999999999999997,0.5427083333333277,0.0,0.0,0.0
nemotron_3_ultra,west,F1,en,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166666666666663,-0.125,0.0,0.0,0.0,0.0,,,,,,,,,,,,
nemotron_3_ultra,west,F2,en,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166666666666663,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,0.125,0.0,0.0,0.0
nemotron_3_ultra,west,F3,en,0.0,0.0,0.0,0.125,0.0,0.2916666666666667,-0.16666666666666663,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.2916666666666667,-0.125,-0.33333333333333337,0.04166666666666663,0.0,0.0,0.0
nemotron_3_ultra,west,F4,en,0.0,0.0,0.0,0.375,0.125,0.75,-0.375,-0.75,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.75,-0.33333333333333337,-0.6666666666666666,0.0,0.0,0.0,0.0
nemotron_3_ultra,west,F5,en,0.125,0.0,0.2916666666666667,0.375,0.0,0.7083333333333334,-0.5416666666666667,-0.7916666666666666,-0.29166666666666663,0.0,0.0,0.0,0.125,0.0,0.2916666666666667,0.5416666666666666,0.2916666666666667,0.7916666666666666,-0.5,-0.75,-0.20833333333333337,0.0,0.0,0.0
nemotron_3_ultra,west,F6,en,0.25,0.041666666666666664,0.5,0.33333333333333337,0.0,0.75,-0.3333333333333333,-0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.5416666666666666,1.0,1.0,1.0,-0.9583333333333334,-1.0,-0.875,0.0,0.0,0.0
nemotron_3_ultra,west,F7,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666663,0.0,0.125,0.0,0.0,0.0
nemotron_3_ultra,west,F8,en,0.0,0.0,0.0,0.25,-0.08333333333333333,0.5833333333333334,-0.33333333333333337,-0.6260416666666666,-0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.6666666666666666,-0.29166666666666674,-0.625,0.0,0.0,0.0,0.0
nemotron_3_ultra,west,F9,en,0.0,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,-0.125,-0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,-0.08333333333333337,-0.29166666666666663,0.08333333333333337,0.0,0.0,0.0
nemotron_3_ultra,west,F10,en,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,-0.04166666666666663,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,-0.125,0.125,0.0,0.0,0.0
nemotron_3_ultra,west,F11,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666663,0.0,0.125,0.0,0.0,0.0
nemotron_3_ultra,west,F1,zh,0.125,0.041666666666666664,0.25,0.125,0.041666666666666664,0.25,-0.16666666666666663,-0.33333333333333337,0.0,0.0,0.0,0.0,,,,,,,,,,,,
nemotron_3_ultra,west,F2,zh,0.2916666666666667,0.08333333333333333,0.5416666666666666,0.2916666666666667,0.08333333333333333,0.5416666666666666,-0.29166666666666663,-0.5416666666666667,-0.08333333333333337,0.08333333333333333,0.0,0.20833333333333334,0.16666666666666669,-0.08333333333333334,0.4583333333333333,0.16666666666666669,-0.08333333333333334,0.4583333333333333,-0.125,-0.4166666666666667,0.16666666666666663,0.08333333333333333,0.0,0.20833333333333334
nemotron_3_ultra,west,F3,zh,0.25,0.041666666666666664,0.5,0.20833333333333337,-0.08333333333333333,0.5416666666666666,-0.20833333333333326,-0.5416666666666667,0.08333333333333337,0.0,0.0,0.0,0.125,-0.125,0.41666666666666663,0.16666666666666669,-0.125,0.5,-0.125,-0.45833333333333337,0.16666666666666674,0.0,0.0,0.0
