model_key,origin,group,claim_type,n,recall,recall_lo,recall_hi,distortion_rate,distortion_rate_lo,distortion_rate_hi,omission_rate,omission_rate_lo,omission_rate_hi,trace_present_answer_absent_rate,trace_present_answer_absent_rate_lo,trace_present_answer_absent_rate_hi
minimax_m3,china,control,evaluative,195,0.5392670157068062,0.4260758082497213,0.6445928876797512,0.041884816753926704,0.011109576427255985,0.08205128205128205,0.418848167539267,0.3101475338635685,0.5414364640883977,0.05235602094240838,0.015228426395939087,0.09523809523809523
minimax_m3,china,control,background,175,0.4913294797687861,0.3550371155885472,0.6057862903225805,0.046242774566473986,0.010097241067390322,0.09090909090909091,0.4624277456647399,0.3393790362642822,0.6075973709834469,0.05202312138728324,0.012112299465240643,0.10559006211180125
minimax_m3,china,neutral,numeric,845,0.592814371257485,0.5179311970827395,0.6631613173106176,0.08742514970059881,0.0585478855721393,0.11875713445867747,0.3197604790419162,0.2542372881355932,0.3924644619338503,0.04311377245508982,0.022572638207066197,0.06296754594576424
minimax_m3,china,neutral,attribution,210,0.6699507389162561,0.5530615995295501,0.7727377946127946,0.09359605911330049,0.03278688524590164,0.16102798375706207,0.23645320197044334,0.13574490097546554,0.3743896713615022,0.034482758620689655,0.004784688995215311,0.07595539481615428
minimax_m3,china,neutral,actor,120,0.5546218487394958,0.3781273035530001,0.7360090909090908,0.12605042016806722,0.04081632653061224,0.21539215686274507,0.31932773109243695,0.15832236842105263,0.5042753623188405,0.05042016806722689,0.01680672268907563,0.08771929824561403
minimax_m3,china,neutral,quote,325,0.1550632911392405,0.09278179832047519,0.2284019087346732,0.08227848101265822,0.04557077371685571,0.12154780097062921,0.7626582278481012,0.6676225490196078,0.8463673480746448,0.08227848101265822,0.042903111739745405,0.1318733153638814
minimax_m3,china,neutral,evaluative,215,0.6699029126213593,0.5567760617760618,0.7970001016053647,0.05825242718446602,0.017338548933625672,0.11946972226860356,0.27184466019417475,0.14359802431610943,0.359836820083682,0.043689320388349516,0.005813953488372093,0.08597516875602698
minimax_m3,china,neutral,background,260,0.5140562248995983,0.4109994731692632,0.6278186324926975,0.03614457831325301,0.011405763912893191,0.06850495984884264,0.4497991967871486,0.33020591085271317,0.5583810874048223,0.040160642570281124,0.01509433962264151,0.07204156148575545
gpt_oss_120b,west,china,numeric,585,0.39316239316239315,0.3326976081102487,0.4610169491525424,0.07692307692307693,0.05,0.10505136106831021,0.5299145299145299,0.4597602370689655,0.5966948922910175,0.015384615384615385,0.004685697115384615,0.03009100016697277
gpt_oss_120b,west,china,attribution,400,0.605,0.5062366071428571,0.7038161680092059,0.0625,0.02173782084861184,0.11529411764705882,0.3325,0.24210526315789474,0.43514564564564556,0.015,0.0024390243902439024,0.032
